PF10417.11	1-cysPrx_C
PF05718.14	Pox_int_trans
PF03338.17	Pox_J1
PF03339.16	Pox_L3_FP4
PF04872.15	Pox_L5
PF03356.17	Pox_LP_H2
PF04887.14	Pox_M2
PF03291.18	Pox_MCEL
PF03341.15	Pox_mRNA-cap
PF05313.14	Pox_P21
PF03213.16	Pox_P35
PF03395.16	Pox_P4A
PF03292.16	Pox_P4B
PF03296.15	Pox_polyA_pol
PF12629.9	Pox_polyA_pol_C
PF12630.9	Pox_polyA_pol_N
PF03294.16	Pox_Rap94
PF03340.15	Pox_Rif
PF03293.16	Pox_RNA_pol
PF05320.14	Pox_RNA_Pol_19
PF05273.15	Pox_RNA_Pol_22
PF03396.17	Pox_RNA_pol_35
PF05445.13	Pox_ser-thr_kin
PF04490.14	Pox_T4_C
PF04491.14	Pox_T4_N
PF03295.16	Pox_TAA1
PF03355.16	Pox_TAP
PF04441.15	Pox_VERT_large
PF05566.14	Pox_vIL-18BP
PF04947.16	Pox_VLTF3
PF04498.14	Pox_VP8_L4R
PF00550.27	PP-binding
PF14573.8	PP-binding_2
PF07430.13	PP1
PF10488.11	PP1c_bdg
PF15276.8	PP1_bind
PF05361.14	PP1_inhibitor
PF14299.8	PP2
PF10252.11	PP28
PF00481.23	PP2C
PF13672.8	PP2C_2
PF07830.15	PP2C_C
PF02818.17	PPAK
PF12577.10	PPARgamma_N
PF04151.17	PPC
PF15060.8	PPDFL
PF01326.21	PPDK_N
PF00823.21	PPE
PF18878.2	PPE-PPW
PF12484.10	PPE-SVP
PF18086.3	PPIP5K2_N
PF18154.3	pPIWI_RE_REase
PF13111.8	pPIWI_RE_X
PF18156.3	pPIWI_RE_Y
PF18155.3	pPIWI_RE_Z
PF07491.13	PPI_Ypi1
PF03976.16	PPK2
PF18188.3	PPL4
PF18168.3	PPL5
PF06865.13	Ppnp
PF12142.10	PPO1_DWL
PF12143.10	PPO1_KFDV
PF15740.7	PPP1R26_N
PF15691.7	PPP1R32
PF15503.8	PPP1R35_C
PF09184.13	PPP4R2
PF08321.14	PPP5
PF14895.8	PPPI_inhib
PF01535.22	PPR
PF12854.9	PPR_1
PF13041.8	PPR_2
PF13812.8	PPR_3
PF17177.6	PPR_long
PF02006.18	PPS_PS
PF01239.24	PPTA
PF14427.8	Pput2613-deam
PF00519.19	PPV_E1_C
PF00524.20	PPV_E1_N
PF00511.19	PPV_E2_C
PF00508.19	PPV_E2_N
PF02541.18	Ppx-GppA
PF02503.19	PP_kinase
PF13090.8	PP_kinase_C
PF17941.3	PP_kinase_C_1
PF13089.8	PP_kinase_N
PF03012.16	PP_M1
PF18165.3	pP_pnuc_1
PF18166.3	pP_pnuc_2
PF04193.16	PQ-loop
PF04403.15	PqiA
PF01011.23	PQQ
PF08042.13	PqqA
PF05402.14	PqqD
PF13360.8	PQQ_2
PF13570.8	PQQ_3
PF01502.20	PRA-CH
PF01503.19	PRA-PH
PF03208.21	PRA1
PF00697.24	PRAI
PF09372.12	PRANC
PF15314.8	PRAP
PF15798.7	PRAS
PF05239.18	PRC
PF18118.3	PRC2_HTH_1
PF14343.8	PrcB_C
PF10253.11	PRCC
PF03967.15	PRCH
PF00874.22	PRD
PF09214.13	Prd1-P2
PF11087.10	PRD1_DD
PF08270.13	PRD_Mga
PF17832.3	Pre-PUA
PF05033.18	Pre-SET
PF18604.3	PreAtp-grasp
PF18301.3	preATP-grasp_3
PF02996.19	Prefoldin
PF01920.22	Prefoldin_2
PF13758.8	Prefoldin_3
PF04707.16	PRELI
PF07156.16	Prenylcys_lyase
PF00432.23	Prenyltrans
PF01255.21	Prenyltransf
PF09687.12	PRESAN
PF01080.19	Presenilin
PF09029.12	Preseq_ALAS
PF18264.3	preSET_CXC
PF07530.13	PRE_C2HC
PF06875.13	PRF
PF09480.12	PrgH
PF12666.9	PrgI
PF09627.12	PrgU
PF07929.13	PRiA4_ORF3
PF17764.3	PriA_3primeBD
PF18074.3	PriA_C
PF18319.3	PriA_CRR
PF00156.29	Pribosyltran
PF13793.8	Pribosyltran_N
PF14572.8	Pribosyl_synth
PF07445.14	PriC
PF08708.13	PriCT_1
PF08707.13	PriCT_2
PF09250.13	Prim-Pol
PF16101.7	PRIMA1
PF08273.14	Prim_Zn_Ribbon
PF00377.20	Prion
PF11587.10	Prion_bPrPp
PF03991.14	Prion_octapep
PF03063.22	Prismane
PF18689.3	PriX
PF00485.20	PRK
PF06798.14	PrkA
PF07915.15	PRKCSH
PF12999.9	PRKCSH-like
PF13015.8	PRKCSH_1
PF15898.7	PRKG1_interact
PF15937.7	PrlF_antitoxin
PF06325.15	PrmA
PF17827.3	PrmC_N
PF05185.18	PRMT5
PF17286.4	PRMT5_C
PF17285.4	PRMT5_TIM
PF13010.8	pRN1_helical
PF15174.8	PRNT
PF09286.13	Pro-kuma_activ
PF05824.14	Pro-MCH
PF07421.13	Pro-NT_NN
PF15240.8	Pro-rich
PF15455.8	Pro-rich_19
PF08082.13	PRO8NT
PF08083.13	PROCN
PF08084.13	PROCT
PF18327.3	PRODH
PF00235.21	Profilin
PF02161.17	Prog_receptor
PF12177.10	Proho_convert
PF14457.8	Prok-E2_A
PF14461.8	Prok-E2_B
PF14459.8	Prok-E2_C
PF14460.8	Prok-E2_D
PF14462.8	Prok-E2_E
PF14464.8	Prok-JAB
PF14446.8	Prok-RING_1
PF14445.8	Prok-RING_2
PF14447.8	Prok-RING_4
PF09228.12	Prok-TraM
PF06607.13	Prokineticin
PF14454.8	Prok_Ub
PF15621.8	PROL5-SMR
PF15172.8	Prolactin_RP
PF05617.13	Prolamin_like
PF16015.7	Promethin
PF05478.13	Prominin
PF03759.15	PRONE
PF08127.15	Propeptide_C1
PF08126.13	Propeptide_C25
PF02244.18	Propep_M14
PF06605.13	Prophage_tail
PF18994.2	Prophage_tailD1
PF04352.15	ProQ
PF17516.4	ProQ_C
PF16953.7	PRORP
PF09180.13	ProRS-C_1
PF09181.12	ProRS-C_2
PF07259.14	ProSAAS
PF07376.13	Prosystemin
PF08188.13	Protamine_3
PF06382.13	Protamine_like
PF00260.22	Protamine_P1
PF00841.21	Protamine_P2
PF00227.28	Proteasome
PF10584.11	Proteasome_A_N
PF10508.11	Proteasom_PSMB
PF04683.15	Proteasom_Rpn13
PF12283.10	Protein_K
PF04776.14	protein_MS5
PF03247.16	Prothymosin
PF08374.13	Protocadherin
PF11563.10	Protoglobin
PF01010.21	Proton_antipo_C
PF00361.22	Proton_antipo_M
PF00662.22	Proton_antipo_N
PF16450.7	Prot_ATP_ID_OB
PF17758.3	Prot_ATP_OB_N
PF02428.17	Prot_inhib_II
PF05373.13	Pro_3_hydrox_C
PF02983.16	Pro_Al_protease
PF00484.21	Pro_CA
PF01619.20	Pro_dh
PF14850.8	Pro_dh-DNA_bdg
PF00160.23	Pro_isomerase
PF05544.13	Pro_racemase
PF18513.3	Pro_sub2
PF02840.17	Prp18
PF08606.13	Prp19
PF06424.14	PRP1_N
PF12230.10	PRP21_like_P
PF08572.12	PRP3
PF09785.11	Prp31_C
PF03371.17	PRP38
PF12871.9	PRP38_assoc
PF08799.13	PRP4
PF12134.10	PRP8_domainIV
PF16958.7	PRP9_N
PF04303.15	PrpF
PF06506.13	PrpR_N
PF15671.7	PRR18
PF15708.7	PRR20
PF15776.7	PRR22
PF07069.13	PRRSV_2b
PF02340.17	PRRSV_Env
PF13367.8	PrsW-protease
PF18995.2	PRT6_C
PF11202.10	PRTase_1
PF15609.8	PRTase_2
PF15610.8	PRTase_3
PF01366.20	PRTP
PF19556.1	PRTRC_E
PF08372.12	PRT_C
PF13765.8	PRY
PF12465.10	Pr_beta_C
PF14765.8	PS-DH
PF00223.21	PsaA_PsaB
PF02531.18	PsaD
PF17550.4	PsaF
PF02605.17	PsaL
PF07465.15	PsaM
PF05479.13	PsaN
PF08078.14	PsaX
PF18341.3	PSA_CBD
PF03912.16	Psb28
PF00737.22	PsbH
PF02532.16	PsbI
PF01788.19	PsbJ
PF02533.17	PsbK
PF02419.19	PsbL
PF05151.14	PsbM
PF02468.17	PsbN
PF01789.18	PsbP
PF18933.2	PsbP_2
PF05757.13	PsbQ
PF04725.14	PsbR
PF01405.19	PsbT
PF06514.13	PsbU
PF07123.14	PsbW
PF06596.13	PsbX
PF06298.13	PsbY
PF07635.13	PSCyt1
PF07583.13	PSCyt2
PF07627.13	PSCyt3
PF07587.13	PSD1
PF07624.13	PSD2
PF07626.13	PSD3
PF07631.13	PSD4
PF07637.13	PSD5
PF12588.10	PSDC
PF01416.22	PseudoU_synth_1
PF00849.24	PseudoU_synth_2
PF14610.8	Psg1
PF07276.13	PSGP
PF01437.27	PSI
PF06952.13	PsiA
PF06290.13	PsiB
PF06146.14	PsiE
PF07769.16	PsiF_repeat
PF00421.21	PSII
PF14870.8	PSII_BNR
PF13326.8	PSII_Pbs27
PF18240.3	PSII_Pbs31
PF05969.13	PSII_Ycf12
PF00796.20	PSI_8
PF17205.5	PSI_integrin
PF02427.19	PSI_PsaE
PF02507.17	PSI_PsaF
PF03244.16	PSI_PsaH
PF01701.20	PSI_PsaJ
PF01241.20	PSI_PSAK
PF06404.14	PSK
PF07704.13	PSK_trans_fac
PF17063.7	PSMalpha
PF05480.13	PSMbeta
PF19693.1	PSMdelta
PF04046.18	PSP
PF04468.14	PSP1
PF05825.13	PSP94
PF04012.14	PspA_IM30
PF06667.14	PspB
PF04024.14	PspC
PF04839.15	PSRP-3_Ycf65
PF07636.13	PSRT
PF03034.17	PSS
PF07455.13	Psu
PF16836.7	PSY3
PF02666.17	PS_Dcarbxylase
PF04230.15	PS_pyruv_trans
PF04886.14	PT
PF07591.13	PT-HINT
PF14449.8	PT-TG
PF04829.15	PT-VENN
PF06130.14	PTAC
PF12703.9	ptaRNA1_toxin
PF11468.10	PTase_Orf2
PF01515.21	PTA_PTB
PF08416.15	PTB
PF12738.9	PTCB-BRCT
PF15028.8	PTCRA
PF02126.20	PTE
PF10409.11	PTEN_C2
PF01329.21	Pterin_4a
PF00809.24	Pterin_bind
PF01981.18	PTH2
PF16599.7	PTN13_u3
PF01091.20	PTN_MK_C
PF05196.15	PTN_MK_N
PF17022.7	PTP2
PF03095.17	PTPA
PF04387.16	PTPLA
PF14566.8	PTPlike_phytase
PF15713.7	PTPRCAP
PF01242.21	PTPS
PF10131.11	PTPS_related
PF12453.10	PTP_N
PF18861.3	PTP_tm
PF12789.9	PTR
PF00854.23	PTR2
PF15237.8	PTRF_SDPR
PF00381.21	PTS-HPr
PF03829.15	PTSIIA_gutA
PF03830.17	PTSIIB_sorb
PF01885.18	PTS_2-RNA
PF00358.22	PTS_EIIA_1
PF00359.24	PTS_EIIA_2
PF00367.22	PTS_EIIB
PF02378.20	PTS_EIIC
PF13303.8	PTS_EIIC_2
PF02255.18	PTS_IIA
PF02302.19	PTS_IIB
PF01472.22	PUA
PF14306.8	PUA_2
PF17785.3	PUA_3
PF09409.12	PUB
PF18486.3	PUB_1
PF03209.17	PUCC
PF07905.13	PucR
PF03714.16	PUD
PF18457.3	PUD1_2
PF00806.21	PUF
PF16553.7	PUFD
PF05398.13	PufQ
PF08324.13	PUL
PF17999.3	PulA_N1
PF11773.10	PulG
PF18494.3	Pullulanase_Ins
PF17967.3	Pullulanase_N2
PF15826.7	PUMA
PF16913.7	PUNUT
PF05639.13	Pup
PF03136.17	Pup_ligase
PF04845.15	PurA
PF17769.3	PurK_C
PF16904.7	PurL_C
PF02700.16	PurS
PF16656.7	Pur_ac_phosph_N
PF02245.18	Pur_DNA_glyco
PF09182.12	PuR_N
PF16872.7	putAbiC
PF17426.4	Putative_G5P
PF01243.22	Putative_PNPOx
PF18083.3	PutA_N
PF06971.15	Put_DNA-bind_N
PF06888.14	Put_Phosphatase
PF06637.13	PV-1
PF14065.8	Pvc16_N
PF01862.18	PvlArgDC
PF07768.13	PVL_ORF50
PF12433.10	PV_NSP1
PF01480.19	PWI
PF00855.19	PWWP
PF00787.26	PX
PF02194.17	PXA
PF12828.9	PXB
PF17362.4	pXO2-34
PF17443.4	pXO2-72
PF12778.9	PXPV
PF15214.8	PXT1
PF02436.20	PYC_OADA
PF07831.15	PYNP_C
PF11112.10	PyocinActivator
PF06958.14	Pyocin_S
PF08052.13	PyrBI_leader
PF01948.20	PyrI
PF00282.21	Pyridoxal_deC
PF12766.9	Pyridox_oxase_2
PF12900.9	Pyridox_ox_2
PF13883.8	Pyrid_oxidase_2
PF16242.7	Pyrid_ox_like
PF02758.18	PYRIN
PF02748.17	PyrI_C
PF00719.21	Pyrophosphatase
PF03013.16	Pyr_excise
PF00070.29	Pyr_redox
PF07992.16	Pyr_redox_2
PF13738.8	Pyr_redox_3
PF02852.24	Pyr_redox_dim
PF09690.12	PYST-C1
PF09689.12	PY_rept_46
PF06640.13	P_C
PF14974.8	P_C10
PF06321.13	P_gingi_FimA
PF01483.22	P_proprotein
PF09796.11	QCR10
PF19297.1	QcrA_N
PF08992.13	QH-AmDH_gamma
PF15884.7	QIL1
PF08880.13	QLQ
PF14930.8	Qn_am_d_aII
PF09099.12	Qn_am_d_aIII
PF09100.12	Qn_am_d_aIV
PF18874.2	QPE
PF01729.21	QRPTase_C
PF02749.18	QRPTase_N
PF18226.3	QslA_E
PF18108.3	QSOX_Trx1
PF13652.8	QSregVF
PF12843.9	QSregVF_b
PF16274.7	Qua1
PF16551.7	Quaking_NLS
PF06508.15	QueC
PF14489.8	QueF
PF14819.8	QueF_N
PF02677.16	QueH
PF14027.8	Questin_oxidase
PF06177.13	QueT
PF02547.17	Queuosine_synth
PF17064.7	QVR
PF04484.14	QWRF
PF10343.11	Q_salvage
PF11463.10	R-HINP1I
PF18299.3	R2K_2
PF14243.8	R2K_3
PF01424.24	R3H
PF13902.8	R3H-assoc
PF00788.25	RA
PF15208.8	Rab15_effector
PF19533.1	Rab3-GAP_cat_C
PF13890.8	Rab3-GTPase_cat
PF14656.8	RAB3GAP2_C
PF14655.8	RAB3GAP2_N
PF09311.13	Rab5-bind
PF03528.17	Rabaptin
PF00566.20	RabGAP-TBC
PF07711.13	RabGGT_insert
PF16704.7	Rab_bind
PF04698.14	Rab_eff_C
PF09632.12	Rac1
PF14574.8	RACo_C_ter
PF17650.3	RACo_linker
PF17651.3	Raco_middle
PF16717.7	RAC_head
PF02144.18	Rad1
PF03834.16	Rad10
PF03215.17	Rad17
PF04824.18	Rad21_Rec8
PF04825.15	Rad21_Rec8_N
PF08730.12	Rad33
PF03835.17	Rad4
PF04423.16	Rad50_zn_hook
PF08423.13	Rad51
PF15696.7	RAD51_interact
PF04098.17	Rad52_Rad22
PF08658.12	Rad54_N
PF11976.10	Rad60-SLD
PF13881.8	Rad60-SLD_2
PF04139.15	Rad9
PF08605.12	Rad9_Rad53_bind
PF04002.17	RadC
PF04712.14	Radial_spoke
PF06098.13	Radial_spoke_3
PF04055.23	Radical_SAM
PF19238.1	Radical_SAM_2
PF16199.7	Radical_SAM_C
PF08497.12	Radical_SAM_N
PF19864.1	Radical_SAM_N2
PF18579.3	Raf1_HTH
PF18578.3	Raf1_N
PF05691.14	Raffinose_syn
PF15250.8	Raftlin
PF12940.9	RAG1
PF12560.10	RAG1_imp_bd
PF03089.16	RAG2
PF13341.8	RAG2_PHD
PF03913.15	Ragweed_pollen
PF08652.13	RAI1
PF10257.11	RAI16-like
PF11058.10	Ral
PF05498.13	RALF
PF18248.3	RalF_SCD
PF15320.8	RAM
PF18755.3	RAMA
PF04901.15	RAMP
PF06624.14	RAMP4
PF03787.17	RAMPs
PF19402.1	RamS
PF05508.13	Ran-binding
PF07834.13	RanGAP1_C
PF18278.3	RANK_CRD_2
PF00638.20	Ran_BP1
PF08373.12	RAP
PF03085.17	RAP-1
PF07218.13	RAP1
PF09197.12	Rap1-DNA-bind
PF18602.3	Rap1a
PF11626.10	Rap1_C
PF18282.3	RAP80_UIM
PF12137.10	RapA_C
PF18801.3	RapH_N
PF10579.11	Rapsyn_N
PF14538.8	Raptor_N
PF02145.17	Rap_GAP
PF00071.24	Ras
PF00616.21	RasGAP
PF03836.17	RasGAP_C
PF00617.21	RasGEF
PF00618.22	RasGEF_N
PF14663.8	RasGEF_N_2
PF14847.8	Ras_bdg_2
PF12234.10	Rav1p_C
PF16207.7	RAWUL
PF12768.9	Rax2
PF08169.13	RBB1NT
PF12338.10	RbcS
PF02341.17	RbcX
PF02196.17	RBD
PF09457.12	RBD-FIP
PF06593.13	RBDV_coat
PF02033.20	RBFA
PF08081.13	RBM1CTR
PF15519.8	RBM39linker
PF13397.8	RbpA
PF14752.8	RBP_receptor
PF17208.5	RBR
PF05025.15	RbsD_FucU
PF11464.10	Rbsn
PF18113.3	Rbx_binding
PF01858.19	RB_A
PF01857.22	RB_B
PF08934.12	Rb_C
PF10657.11	RC-P840_PscD
PF00415.20	RCC1
PF13540.8	RCC1_2
PF06405.13	RCC_reductase
PF04078.15	Rcd1
PF15725.7	RCDG1
PF02517.18	Rce1-like
PF11776.10	RcnB
PF16971.7	RcpB
PF16976.7	RcpC
PF12273.10	RCR
PF07326.13	RCS1
PF09456.12	RcsC
PF05177.14	RCSD
PF16359.7	RcsD_ABL
PF16358.7	RcsF
PF14473.8	RD3
PF06271.14	RDD
PF09187.12	RdDM_RDM1
PF04381.14	RdgC
PF11002.10	RDM
PF05183.14	RdRP
PF00680.22	RdRP_1
PF00978.23	RdRP_2
PF00998.25	RdRP_3
PF02123.18	RdRP_4
PF07925.13	RdRP_5
PF09231.12	RDV-p3
PF10262.11	Rdx
PF16814.7	Read-through
PF11747.10	RebB
PF18501.3	REC1
PF17378.4	REC104
PF15165.8	REC114-like
PF00154.23	RecA
PF16786.7	RecA_dep_nuc
PF17946.3	RecC_C
PF11465.10	Receptor_2B4
PF11548.10	Receptor_IA-2
PF01030.26	Recep_L_domain
PF19833.1	RecG_C
PF17190.6	RecG_N
PF17191.6	RecG_wedge
PF17768.3	RecJ_OB
PF07508.15	Recombinase
PF02565.17	RecO_C
PF11967.10	RecO_N
PF13114.8	RecO_N_2
PF06959.13	RecQ5
PF16124.7	RecQ_Zn_bind
PF02132.17	RecR
PF03837.16	RecT
PF03838.16	RecU
PF02631.18	RecX
PF07964.13	Red1
PF08534.12	Redoxin
PF14759.8	Reductase_C
PF07807.13	RED_C
PF07808.15	RED_N
PF02014.18	Reeler
PF05755.14	REF
PF10715.11	REGB_T4
PF18561.3	Regnase_1_C
PF11495.10	Regulator_TrmB
PF07494.13	Reg_prop
PF02010.17	REJ
PF03432.16	Relaxase
PF04607.19	RelA_SpoT
PF04221.14	RelB
PF16180.7	RelB_leu_zip
PF18506.3	RelB_N
PF16181.7	RelB_transactiv
PF06296.14	RelE
PF12606.10	RELT
PF03763.15	Remorin_C
PF03766.15	Remorin_N
PF07850.16	Renin_r
PF08978.12	Reoviridae_Vp9
PF00979.19	Reovirus_cap
PF06016.13	Reovirus_L2
PF05993.14	Reovirus_M2
PF07781.13	Reovirus_Mu2
PF06043.13	Reo_P9
PF01664.18	Reo_sigma1
PF04582.14	Reo_sigmaC
PF17750.3	Reo_sigmaC_M
PF04057.14	Rep-A_N
PF08048.14	RepA1_leader
PF04796.14	RepA_C
PF06970.13	RepA_N
PF16900.7	REPA_OB_2
PF07506.13	RepB
PF10723.11	RepB-RCR_reg
PF16793.7	RepB_primase
PF06504.13	RepC
PF05732.13	RepL
PF03090.19	Replicase
PF13814.8	Replic_Relax
PF11423.10	Repressor_Mnt
PF01421.21	Reprolysin
PF13574.8	Reprolysin_2
PF13582.8	Reprolysin_3
PF13583.8	Reprolysin_4
PF13688.8	Reprolysin_5
PF01446.19	Rep_1
PF17873.3	Rep_1B
PF01719.19	Rep_2
PF01051.23	Rep_3
PF05797.13	Rep_4
PF08661.13	Rep_fac-A_3
PF08646.12	Rep_fac-A_C
PF08542.13	Rep_fac_C
PF08724.12	Rep_N
PF06926.13	Rep_Org_C
PF02486.21	Rep_trans
PF14051.8	Requiem_N
PF03248.15	Rer1
PF08808.13	RES
PF05140.16	ResB
PF04851.17	ResIII
PF06954.13	Resistin
PF00239.23	Resolvase
PF14948.8	RESP18
PF00072.26	Response_reg
PF19192.2	Response_reg_2
PF11407.10	RestrictionMunI
PF11487.10	RestrictionSfiI
PF18528.3	Ret2_MD
PF11891.10	RETICULATA-like
PF02453.19	Reticulon
PF15449.8	Retinal
PF04527.14	Retinin_C
PF03732.19	Retrotrans_gag
PF14223.8	Retrotran_gag_2
PF14244.8	Retrotran_gag_3
PF17241.4	Retrotran_gag_4
PF02813.16	Retro_M
PF17756.3	RET_CLD1
PF17812.3	RET_CLD3
PF17813.3	RET_CLD4
PF00424.20	REV
PF16727.7	REV1_C
PF15969.7	RexA
PF15968.7	RexB
PF09545.12	RE_AccI
PF09665.12	RE_Alw26IDE
PF09491.12	RE_AlwI
PF09499.12	RE_ApaLI
PF18062.3	RE_AspBHI_N
PF09549.12	RE_Bpu10I
PF18643.3	RE_BsaWI
PF09504.12	RE_Bsp6I
PF09552.12	RE_BstXI
PF09516.12	RE_CfrBI
PF09517.12	RE_Eco29kI
PF09553.12	RE_Eco47II
PF14511.8	RE_EcoO109I
PF19778.1	RE_endonuc
PF09554.12	RE_HaeII
PF09556.12	RE_HaeIII
PF09518.12	RE_HindIII
PF09519.12	RE_HindVP
PF09561.12	RE_HpaII
PF09563.12	RE_LlaJI
PF09562.12	RE_LlaMI
PF09567.12	RE_MamI
PF09568.12	RE_MjaI
PF09564.12	RE_NgoBV
PF09565.12	RE_NgoFVII
PF09521.12	RE_NgoPII
PF09522.12	RE_R_Pab1
PF09566.12	RE_SacI
PF09569.12	RE_ScaI
PF09570.12	RE_SinI
PF09573.12	RE_TaqI
PF09520.12	RE_TdeIII
PF09572.12	RE_XamI
PF09571.12	RE_XcyI
PF00472.22	RF-1
PF16658.7	RF3_C
PF11109.10	RFamide_26RFa
PF08519.14	RFC1
PF04506.15	Rft-1
PF04589.15	RFX1_trans_act
PF14621.8	RFX5_DNA_bdg
PF18326.3	RFX5_N
PF15289.8	RFXA_RFXANK_bdg
PF02257.17	RFX_DNA_binding
PF15151.8	RGCC
PF10843.10	RGI1
PF18370.3	RGI_lyase
PF06534.15	RGM_C
PF06535.14	RGM_N
PF03214.15	RGP
PF08737.12	Rgp1
PF05045.14	RgpF
PF00615.21	RGS
PF09128.13	RGS-like
PF16613.7	RGS12_us1
PF16611.7	RGS12_us2
PF16612.7	RGS12_usC
PF18148.3	RGS_DHEX
PF18515.3	Rh5
PF06134.13	RhaA
PF00974.20	Rhabdo_glycop
PF03342.15	Rhabdo_M1
PF04785.14	Rhabdo_M2
PF03397.16	Rhabdo_matrix
PF00945.20	Rhabdo_ncap
PF03216.15	Rhabdo_ncap_2
PF02484.17	Rhabdo_NV
PF05336.15	rhaM
PF06045.13	Rhamnogal_lyase
PF11316.10	Rhamno_transf
PF06379.14	RhaT
PF05879.14	RHD3
PF16179.7	RHD_dimer
PF00554.24	RHD_DNA_bind
PF09284.12	RhgB_N
PF01402.23	RHH_1
PF12651.9	RHH_3
PF13467.8	RHH_4
PF07878.13	RHH_5
PF16762.7	RHH_6
PF16777.7	RHH_7
PF17723.3	RHH_8
PF19839.1	RHH_9
PF12721.9	RHIM
PF15319.8	RHINO
PF12300.10	RhlB
PF00581.22	Rhodanese
PF12368.10	Rhodanese_C
PF11511.10	RhodobacterPufX
PF10413.11	Rhodopsin_N
PF00620.29	RhoGAP
PF16512.7	RhoGAP-FF1
PF19518.1	RhoGAP_pG1_pG2
PF00621.22	RhoGEF
PF16615.7	RhoGEF67_u1
PF16614.7	RhoGEF67_u2
PF01694.24	Rhomboid
PF12122.10	Rhomboid_N
PF12595.10	Rhomboid_SP
PF08912.13	Rho_Binding
PF02115.19	Rho_GDI
PF07498.14	Rho_N
PF07497.14	Rho_RNA_bind
PF03527.16	RHS
PF07999.13	RHSP
PF05593.16	RHS_repeat
PF00073.22	Rhv
PF08428.12	Rib
PF05914.14	RIB43A
PF01872.19	RibD_C
PF04950.14	RIBIOP_C
PF18957.2	RibLong
PF00545.22	Ribonuclease
PF00636.28	Ribonuclease_3
PF00825.20	Ribonuclease_P
PF00445.20	Ribonuclease_T2
PF11469.10	Ribonucleas_3_2
PF14622.8	Ribonucleas_3_3
PF06479.14	Ribonuc_2-5A
PF01042.23	Ribonuc_L-PSP
PF08584.13	Ribonuc_P_40
PF08471.12	Ribonuc_red_2_N
PF02867.17	Ribonuc_red_lgC
PF00317.23	Ribonuc_red_lgN
PF00268.23	Ribonuc_red_sm
PF04597.16	Ribophorin_I
PF05817.16	Ribophorin_II
PF00428.21	Ribosomal_60s
PF00687.23	Ribosomal_L1
PF00466.22	Ribosomal_L10
PF00298.21	Ribosomal_L11
PF03946.16	Ribosomal_L11_N
PF00542.21	Ribosomal_L12
PF16320.7	Ribosomal_L12_N
PF00572.20	Ribosomal_L13
PF01294.20	Ribosomal_L13e
PF00238.21	Ribosomal_L14
PF01929.19	Ribosomal_L14e
PF00827.19	Ribosomal_L15e
PF00252.20	Ribosomal_L16
PF01196.21	Ribosomal_L17
PF17135.6	Ribosomal_L18
PF01775.19	Ribosomal_L18A
PF00861.24	Ribosomal_L18p
PF14204.8	Ribosomal_L18_c
PF01245.22	Ribosomal_L19
PF01280.22	Ribosomal_L19e
PF00181.25	Ribosomal_L2
PF00453.20	Ribosomal_L20
PF01157.20	Ribosomal_L21e
PF00829.23	Ribosomal_L21p
PF00237.21	Ribosomal_L22
PF01776.19	Ribosomal_L22e
PF00276.22	Ribosomal_L23
PF03939.15	Ribosomal_L23eN
PF17136.6	ribosomal_L24
PF01246.22	Ribosomal_L24e
PF01386.21	Ribosomal_L25p
PF16906.7	Ribosomal_L26
PF01016.21	Ribosomal_L27
PF00828.21	Ribosomal_L27A
PF01777.20	Ribosomal_L27e
PF18471.3	Ribosomal_L27_C
PF00830.21	Ribosomal_L28
PF01778.19	Ribosomal_L28e
PF00831.25	Ribosomal_L29
PF01779.19	Ribosomal_L29e
PF03947.20	Ribosomal_L2_C
PF00297.24	Ribosomal_L3
PF00327.22	Ribosomal_L30
PF08079.14	Ribosomal_L30_N
PF01197.20	Ribosomal_L31
PF01198.21	Ribosomal_L31e
PF01655.20	Ribosomal_L32e
PF01783.25	Ribosomal_L32p
PF00471.22	Ribosomal_L33
PF00468.19	Ribosomal_L34
PF01199.20	Ribosomal_L34e
PF01247.20	Ribosomal_L35Ae
PF01632.21	Ribosomal_L35p
PF00444.20	Ribosomal_L36
PF01158.20	Ribosomal_L36e
PF08561.12	Ribosomal_L37
PF01780.21	Ribosomal_L37ae
PF01907.21	Ribosomal_L37e
PF01781.20	Ribosomal_L38e
PF00832.22	Ribosomal_L39
PF00573.24	Ribosomal_L4
PF01020.19	Ribosomal_L40e
PF05162.15	Ribosomal_L41
PF00935.21	Ribosomal_L44
PF00281.21	Ribosomal_L5
PF10501.11	Ribosomal_L50
PF17144.6	Ribosomal_L5e
PF00673.23	Ribosomal_L5_C
PF00347.25	Ribosomal_L6
PF01159.21	Ribosomal_L6e
PF03868.17	Ribosomal_L6e_N
PF01248.28	Ribosomal_L7Ae
PF03948.16	Ribosomal_L9_C
PF01281.21	Ribosomal_L9_N
PF00338.24	Ribosomal_S10
PF00411.21	Ribosomal_S11
PF17487.4	Ribosomal_S12
PF00416.24	Ribosomal_S13
PF08069.14	Ribosomal_S13_N
PF00253.23	Ribosomal_S14
PF00312.24	Ribosomal_S15
PF00886.21	Ribosomal_S16
PF00366.22	Ribosomal_S17
PF00833.20	Ribosomal_S17e
PF16205.7	Ribosomal_S17_N
PF01084.22	Ribosomal_S18
PF00203.23	Ribosomal_S19
PF01090.21	Ribosomal_S19e
PF00318.22	Ribosomal_S2
PF01649.20	Ribosomal_S20p
PF01165.22	Ribosomal_S21
